time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461400000	-23.9984	-7.09231	4.75184	2.40927	-0.500351	lidar	2.2339	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1669	-6.90844	4.76018	2.36955	-0.525462	radar	1.92051	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.334	-6.63705	4.9141	2.30388	-0.572995	lidar	2.99942	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5028	-6.46013	4.89135	2.27227	-0.589166	radar	3.42626	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5884	-6.34285	4.68306	2.25154	-0.579119	lidar	5.26606	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7289	-6.15657	4.68612	2.22245	-0.576512	radar	0.295387	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9182	-5.9412	4.79604	2.19782	-0.571245	lidar	2.86418	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0493	-5.73365	4.81561	2.16705	-0.56835	radar	1.82829	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1799	-5.57064	4.74727	2.15017	-0.554728	lidar	0.36903	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3346	-5.38357	4.78178	2.14664	-0.50575	radar	1.22862	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4832	-5.15076	4.86163	2.11862	-0.508916	lidar	0.597769	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6128	-4.97665	4.83098	2.1184	-0.456274	radar	6.10466	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7251	-4.81563	4.73334	2.10524	-0.444745	lidar	0.544613	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8456	-4.60894	4.74611	2.0863	-0.435714	radar	0.151552	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.962	-4.35466	4.83581	2.05267	-0.450089	lidar	0.531229	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0726	-4.13363	4.80365	2.00525	-0.520687	radar	10.9698	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1671	-3.83309	4.95734	1.95771	-0.546582	lidar	1.75079	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.242	-3.59222	4.93968	1.90273	-0.614093	radar	3.18971	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.266	-3.32506	4.96153	1.84714	-0.643086	lidar	4.21674	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3165	-3.07761	4.96336	1.8012	-0.672626	radar	0.271461	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3353	-2.85298	4.90368	1.75898	-0.683147	lidar	1.44565	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3944	-2.63013	4.87698	1.74085	-0.652857	radar	1.58491	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4683	-2.50533	4.65453	1.73769	-0.622224	lidar	5.83544	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5242	-2.27252	4.67484	1.72387	-0.584233	radar	1.0736	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5739	-2.08509	4.59002	1.70623	-0.571915	lidar	0.995407	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6041	-1.85198	4.60507	1.68834	-0.541048	radar	1.98605	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6016	-1.59341	4.65811	1.64841	-0.555566	lidar	1.20981	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5984	-1.37054	4.63216	1.60485	-0.590911	radar	1.52317	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6023	-1.14042	4.62928	1.57518	-0.591084	lidar	0.000717975	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6333	-0.922238	4.60742	1.56286	-0.565608	radar	5.12532	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6466	-0.658474	4.68447	1.54057	-0.557831	lidar	0.694765	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6348	-0.415935	4.7098	1.50077	-0.590945	radar	2.23098	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5884	-0.0987826	4.88744	1.45934	-0.602728	lidar	2.65198	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.57	0.144081	4.89298	1.43075	-0.607132	radar	2.73727	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5469	0.45135	5.036	1.40715	-0.597493	lidar	1.33941	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5356	0.69359	5.00938	1.40161	-0.54923	radar	1.71275	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5302	0.980669	5.09443	1.39129	-0.528736	lidar	2.5474	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.49	1.25255	5.12416	1.38627	-0.471975	radar	6.51232	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4336	1.47583	5.06502	1.35862	-0.47721	lidar	0.25919	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3943	1.68965	4.98193	1.3457	-0.452857	radar	8.46149	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3414	1.88377	4.87735	1.32159	-0.455536	lidar	0.576584	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2727	2.11404	4.87468	1.29106	-0.474135	radar	0.296878	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2129	2.29087	4.75025	1.2661	-0.476759	lidar	0.844617	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1496	2.51346	4.72522	1.25467	-0.446127	radar	0.586338	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0711	2.76119	4.7777	1.23399	-0.443654	lidar	0.145474	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9766	2.98357	4.80843	1.18907	-0.502337	radar	2.8163	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8718	3.27987	4.97144	1.16898	-0.494476	lidar	1.42028	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7892	3.51261	4.97604	1.1501	-0.490019	radar	2.09074	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6841	3.70339	4.9039	1.11997	-0.4976	lidar	0.327765	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5674	3.9087	4.88522	1.08752	-0.511587	radar	1.151	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5056	4.07376	4.74806	1.07245	-0.501794	lidar	3.63204	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3829	4.27107	4.73747	1.04138	-0.512156	radar	0.597173	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2181	4.49893	4.81936	1.00585	-0.522148	lidar	2.16352	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0664	4.69183	4.78767	0.981246	-0.501286	radar	8.92816	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9494	4.88453	4.76373	0.961384	-0.495736	lidar	0.406381	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7927	5.07326	4.76617	0.930618	-0.50019	radar	2.31178	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6203	5.29803	4.85946	0.905189	-0.498611	lidar	0.964959	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4482	5.47712	4.89294	0.860927	-0.539778	radar	0.726381	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2585	5.64975	4.90102	0.822141	-0.553349	lidar	1.1648	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0951	5.80798	4.88061	0.785695	-0.574096	radar	3.08585	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9209	5.96657	4.85963	0.753679	-0.578535	lidar	0.0360663	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7792	6.14711	4.73844	0.764774	-0.487528	radar	4.26615	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6145	6.30132	4.71615	0.740111	-0.48851	lidar	0.066714	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4682	6.46906	4.66048	0.736366	-0.448352	radar	1.58925	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2339	6.71687	4.88816	0.729316	-0.424066	lidar	4.36576	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0384	6.85444	4.84773	0.700981	-0.425617	radar	5.45711	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8222	7.0342	4.92675	0.680862	-0.422387	lidar	0.905007	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6087	7.17011	4.94952	0.643013	-0.451707	radar	1.5128	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4273	7.31117	4.91747	0.622929	-0.449523	lidar	0.355853	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1948	7.44499	5.0277	0.574227	-0.508918	radar	2.18567	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0153	7.60751	5.02435	0.566795	-0.487808	lidar	2.14088	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8303	7.78378	4.97768	0.578896	-0.41889	radar	5.42593	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6247	7.92401	4.98127	0.561074	-0.415099	lidar	0.0421332	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4354	8.05713	4.93367	0.54974	-0.397826	radar	1.57343	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2183	8.07249	4.78745	0.485125	-0.454276	lidar	4.57683	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0282	8.22195	4.70576	0.49945	-0.378896	radar	5.46192	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8538	8.37891	4.71655	0.505301	-0.348822	lidar	3.06242	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6079	8.49455	4.84204	0.470524	-0.388678	radar	4.65794	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3517	8.64258	4.95473	0.460966	-0.374192	lidar	1.32293	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1545	8.7724	4.87265	0.468807	-0.319408	radar	1.37635	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9619	8.86822	4.81732	0.451559	-0.32216	lidar	0.570746	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7652	8.98153	4.74513	0.452573	-0.28519	radar	0.895934	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5467	9.04951	4.71155	0.422894	-0.304364	lidar	0.608356	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3021	9.16124	4.81233	0.404588	-0.316796	radar	4.64501	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.006	9.26167	4.94308	0.381181	-0.323241	lidar	6.04209	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7909	9.34357	4.9189	0.361632	-0.331123	radar	1.70249	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5306	9.4517	4.99423	0.35119	-0.322135	lidar	0.674984	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2616	9.48483	5.08478	0.292742	-0.400293	radar	5.2671	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9556	9.62939	5.26738	0.298152	-0.365499	lidar	2.69188	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7059	9.73035	5.21444	0.304286	-0.312775	radar	2.77021	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4279	9.83985	5.29739	0.300418	-0.296657	lidar	0.561574	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1751	9.92513	5.30982	0.2886	-0.294306	radar	0.384176	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9019	10.0489	5.39021	0.29393	-0.268558	lidar	0.644321	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6415	10.1237	5.39443	0.279266	-0.270548	radar	0.0276214	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4012	10.2215	5.38425	0.277766	-0.256412	lidar	1.1142	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1382	10.2978	5.41279	0.263081	-0.264438	radar	0.438669	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9202	10.2984	5.27286	0.224086	-0.297819	lidar	1.41664	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6717	10.3651	5.24006	0.218115	-0.279375	radar	0.213093	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4696	10.3358	5.07114	0.171235	-0.322685	lidar	2.17066	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1632	10.3707	5.26218	0.136294	-0.368112	radar	7.39802	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9042	10.4221	5.27271	0.125697	-0.35819	lidar	0.199507	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6668	10.4503	5.11265	0.123915	-0.309132	radar	6.18086	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4354	10.4026	5.01889	0.0745518	-0.35373	lidar	2.07808	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1769	10.4246	5.02613	0.06068	-0.345673	radar	0.551543	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8532	10.5983	5.25529	0.116208	-0.247797	lidar	7.82234	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5975	10.6609	5.18901	0.132411	-0.188809	radar	1.5951	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3571	10.6509	5.13223	0.103396	-0.214388	lidar	0.627375	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0933	10.676	5.16474	0.0899938	-0.221908	radar	0.239677	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8366	10.7771	5.21022	0.114397	-0.17709	lidar	3.89271	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5684	10.8307	5.22785	0.119641	-0.154141	radar	1.24001	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3472	10.7838	5.10924	0.0773656	-0.198322	lidar	2.02322	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.092	10.8186	5.08639	0.0802598	-0.172593	radar	0.429108	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8449	10.8878	5.10248	0.0935614	-0.145414	lidar	2.02476	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.564	10.9094	5.16308	0.0843821	-0.149697	radar	2.72786	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3427	10.9197	5.08782	0.0715876	-0.157218	lidar	0.745909	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0758	10.8538	5.237	-0.00444933	-0.295648	radar	8.39104	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7758	10.8258	5.30047	-0.0292506	-0.306803	lidar	2.7367	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5211	10.8235	5.26404	-0.0386374	-0.294196	radar	0.257116	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2928	10.8138	5.19763	-0.0539863	-0.296383	lidar	1.01063	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0495	10.8664	5.04279	-0.0163883	-0.190328	radar	5.89518	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78484	10.9207	5.09041	0.00107168	-0.15587	lidar	2.04189	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56423	10.8931	5.00976	-0.0199939	-0.172515	radar	3.85628	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29881	10.925	5.054	-0.0111893	-0.150423	lidar	0.716334	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05941	10.8992	5.00372	-0.0261553	-0.154642	radar	2.52223	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78831	10.9375	5.06264	-0.0127502	-0.128039	lidar	1.05665	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55674	10.8871	5.00269	-0.040838	-0.155253	radar	6.35543	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.4114	10.7975	4.76439	-0.0893295	-0.207675	lidar	4.26903	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.16545	10.8063	4.75213	-0.078832	-0.170253	radar	1.46371	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79815	10.8712	5.03942	-0.0399489	-0.107332	lidar	6.29071	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.53491	10.8711	5.02692	-0.0304189	-0.0728901	radar	1.88883	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25242	10.8628	5.0913	-0.0319961	-0.0696084	lidar	0.648114	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.0195	10.894	4.99673	-0.00353809	-0.00395556	radar	3.06095	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-015
